code_insee;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_culturels;nombre_d_equipements_sportifs;nombre_de_festivals
70198;-0.51;1.23;-1.74;2.0;12;0.0
70310;-0.69;-0.43;-0.26;5.0;27;3.0
71310;-0.65;0.15;-0.8;1.0;16;0.0
71350;-0.98;-1.13;0.15;1.0;3;0.0
71512;-1.21;-0.57;-0.64;7.0;17;0.0
72029;0.35;1.7;-1.35;4.0;12;0.0
72042;0.3;0.32;-0.02;3.0;7;0.0
72068;-1;1.29;-2.29;1.0;13;0.0
72090;-0.02;0.09;-0.11;3.0;6;1.0
72138;-1;0.09;-1.09;7.0;18;0.0
72191;-0.02;1.04;-1.06;2.0;20;0.0
72231;1.48;1.46;0.01;3.0;19;0.0
72241;-0.49;-0.04;-0.45;4.0;11;1.0
73011;0.73;0.66;0.07;20.0;39;7.0
74042;0.36;-0.34;0.7;6.0;19;1.0
74164;-0.16;-0.33;0.17;1.0;11;0.0
74241;0.9;0.15;0.75;1.0;8;0.0
74311;1.5;0.87;0.63;3.0;6;0.0
76034;-0.19;-0.5;0.31;2.0;8;0.0
76035;-1.62;-0.25;-1.37;5.0;8;0.0
76057;-0.13;-0.29;0.16;6.0;24;0.0
76655;-1.2;-0.29;-0.91;7.0;17;0.0
76700;-0.14;-0.36;0.22;1.0;7;0.0
76752;0.97;1.63;-0.67;0.0;13;0.0
77051;0.98;2.01;-1.03;8.0;8;0.0
77053;2.43;1.73;0.7;6.0;34;0.0
77079;0.47;0.01;0.46;5.0;14;0.0
77100;-0.75;-0.75;0;4.0;16;0.0
77296;0.58;-0.77;1.35;5.0;28;0.0
77458;-0.98;-1.06;0.09;4.0;13;0.0
78089;1.6;1.12;0.48;4.0;14;0.0
78217;0.3;-0.25;0.56;5.0;12;0.0
78402;0.85;0.21;0.65;2.0;8;0.0
78537;-0.6;-0.76;0.16;7.0;18;0.0
79005;-0.14;0.7;-0.84;6.0;15;2.0
79079;0.23;-0.04;0.27;17.0;32;0.0
79083;-1.39;0.19;-1.58;7.0;17;0.0
79179;0.21;0.79;-0.58;4.0;29;1.0
80212;-0.31;0.94;-1.25;6.0;22;1.0
80368;-0.84;-0.31;-0.53;2.0;13;0.0
80410;-0.8;0;-0.8;4.0;22;0.0
80630;-0.63;0.37;-0.99;3.0;17;1.0
80680;-0.25;-0.3;0.04;1.0;7;0.0
80688;-0.01;1.57;-1.58;8.0;12;0.0
80721;-1.45;0.65;-2.1;7.0;8;1.0
81124;-0.25;0.64;-0.89;6.0;17;0.0
81145;0.72;1.16;-0.44;9.0;11;2.0
82094;-0.23;1.64;-1.87;7.0;13;1.0
82117;-0.78;0.16;-0.94;3.0;9;0.0
82186;-0.07;0.78;-0.85;5.0;31;0.0
83004;0.99;0.97;0.03;1.0;23;2.0
83121;-0.46;0.36;-0.81;6.0;13;0.0
84004;1.06;0.72;0.34;3.0;8;1.0
84137;-0.4;0.59;-0.99;21.0;24;8.0
85003;1.62;1.17;0.45;4.0;22;0.0
85018;-0.3;0.83;-1.13;2.0;15;0.0
85109;0.47;0.49;-0.01;13.0;46;0.0
85113;0.37;1.08;-0.72;13.0;14;3.0
85135;-0.2;0.1;-0.29;3.0;12;0.0
85156;1.57;2.24;-0.67;3.0;8;0.0
85182;0.22;0.32;-0.1;10.0;26;0.0
85226;2.06;2.85;-0.79;4.0;27;1.0
86103;-0.24;1;-1.24;5.0;15;0.0
86128;0.13;0.89;-0.76;5.0;10;0.0
86139;-0.4;1.24;-1.64;7.0;14;1.0
87126;-0.48;0.61;-1.09;8.0;12;1.0
87187;0.03;1.18;-1.15;13.0;26;2.0
88258;-2.47;-0.58;-1.89;4.0;5;0.0
88383;-0.28;0.37;-0.65;16.0;31;0.0
89086;-0.84;0.08;-0.92;7.0;21;0.0
89125;-0.05;1.26;-1.32;1.0;6;0.0
89206;-0.64;-0.53;-0.11;26.0;38;1.0
89345;-1.08;-0.67;-0.41;3.0;14;1.0
90009;-0.28;0.17;-0.46;3.0;18;0.0
90033;-0.2;-0.21;0.01;7.0;20;1.0
91045;0.48;0.24;0.24;3.0;15;0.0
91338;-0.68;-0.9;0.22;3.0;24;1.0
95351;2.81;1.9;0.92;6.0;18;0.0
95355;0.57;0.25;0.32;8.0;13;1.0
95370;-0.49;-0.11;-0.39;4.0;15;0.0
97128;-0.07;-0.36;0.29;2.0;36;1.0
97131;-1.12;-0.76;-0.36;3.0;9;0.0
97220;-0.57;-0.54;-0.03;3.0;18;0.0
97223;1.52;1.64;-0.11;3.0;16;0.0
97230;-1.38;-1.53;0.14;7.0;42;0.0
97231;-1.55;-1.83;0.28;7.0;24;0.0
97308;1.92;-1.09;3.01;1.0;16;0.0
97402;0.78;-0.14;0.93;3.0;40;0.0
97417;-0.13;-0.63;0.49;6.0;15;1.0
97421;-0.32;-1.17;0.85;9.0;27;0.0
